id,numdots,subdomainlevel,pathlevel,urllength,numdash,numdashinhostname,atsymbol,tildesymbol,numunderscore,numpercent,numquerycomponents,numampersand,numhash,numnumericchars,nohttps,randomstring,ipaddress,domaininsubdomains,domaininpaths,httpsinhostname,hostnamelength,pathlength,querylength,doubleslashinpath,numsensitivewords,embeddedbrandname,pctexthyperlinks,pctextresourceurls,extfavicon,insecureforms,relativeformaction,extformaction,abnormalformaction,pctnullselfredirecthyperlinks,frequentdomainnamemismatch,fakelinkinstatusbar,rightclickdisabled,class_label
8005,1,0,5,62,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,34,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9341,2,1,2,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3095,2,1,3,118,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1337,2,1,5,84,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,28,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2304,8,6,4,88,0,4,0,0,0,0,0,0,0,0,1,1,0,1,1,0,61,20,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3546,6,1,4,94,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,33,54,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
2026,2,0,6,72,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,47,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
8001,4,2,3,87,0,0,0,0,4,0,0,0,0,0,1,1,0,0,1,0,24,56,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
944,2,0,5,75,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,36,19,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
9937,2,1,2,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6963,3,0,2,60,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,15,15,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6351,1,0,5,68,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,50,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
3072,6,4,4,61,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,27,27,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
3615,3,1,3,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5306,1,0,6,115,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,21,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1199,2,0,2,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8830,1,0,5,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,33,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1214,3,1,4,67,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,28,32,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1573,2,0,2,23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2875,2,0,5,51,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,30,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1538,2,1,6,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6280,2,1,4,69,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2763,3,1,3,52,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3819,2,1,4,51,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,22,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4273,2,0,2,51,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3877,2,1,2,33,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1942,1,0,3,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6101,5,1,2,91,0,0,0,0,2,0,3,3,0,0,1,0,0,0,1,0,15,25,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1,0,4,79,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1801,2,0,2,50,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,23,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
4531,3,0,10,101,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,18,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6925,2,1,2,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,60,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3506,2,1,4,65,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,15,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9233,3,1,3,58,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,21,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5836,2,1,3,84,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,21,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7914,3,1,2,136,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,0,18,90,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9711,2,1,5,38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,15,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5685,1,0,3,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6162,3,1,2,112,0,0,0,0,0,0,4,3,0,0,1,1,0,0,0,0,18,17,69,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
294,1,0,3,60,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,7,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2916,2,1,3,55,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3527,3,1,3,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7967,3,1,2,108,0,0,0,0,0,0,6,5,0,0,1,0,0,0,0,0,18,22,60,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3299,3,1,6,81,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,19,55,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2720,4,0,3,51,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,18,19,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
8021,2,0,2,86,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,25,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3276,2,1,4,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7848,3,2,1,132,0,0,0,0,3,1,4,3,0,0,1,0,0,0,0,0,17,16,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5531,1,0,2,77,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,17,22,30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9540,2,1,2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3771,3,2,4,109,0,4,0,0,0,0,0,0,0,0,1,1,0,1,1,0,57,45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
7488,3,1,6,91,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,22,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2736,2,0,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4922,2,1,9,101,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,13,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7309,1,0,2,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,56,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5809,2,1,2,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,2,1,5,50,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,25,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1390,2,0,7,85,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3358,3,2,5,121,0,4,0,0,0,0,0,0,0,0,1,1,0,1,1,0,66,48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
8026,1,0,2,113,0,0,0,0,1,6,3,2,0,0,1,1,0,0,0,0,20,8,77,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
7196,3,1,3,94,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,28,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8715,1,0,2,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9511,2,1,4,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,17,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
6032,1,0,3,124,0,0,0,0,0,2,3,2,0,0,1,1,0,0,1,0,15,49,52,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,3,1,5,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,44,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1166,4,2,2,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,15,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
7155,1,0,3,64,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8114,2,0,4,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,46,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2105,1,0,3,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9076,1,0,2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1697,2,0,4,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8413,1,0,4,54,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2584,3,0,4,70,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,16,40,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4024,1,0,7,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5103,1,0,2,84,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,15,62,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
6967,1,0,5,98,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,22,47,21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7047,2,1,6,103,0,0,0,0,5,0,1,0,0,0,1,0,0,0,1,0,18,44,33,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
725,2,1,5,81,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9833,3,1,4,52,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3976,2,0,3,42,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,11,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3874,3,1,2,58,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,32,19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
6613,1,0,2,69,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,52,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
4945,2,1,3,125,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5100,2,1,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3298,2,1,9,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,21,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6074,2,0,2,80,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,17,10,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5214,3,1,4,68,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8149,3,2,4,162,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,16,139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9329,3,1,3,55,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12,36,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7477,2,0,1,65,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5766,2,0,2,90,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,66,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5629,3,1,14,134,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,13,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3572,5,1,9,103,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,15,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4662,3,0,5,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8759,1,0,3,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1015,2,0,8,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,65,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3966,3,1,2,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1394,2,1,4,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
201,3,1,5,60,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,24,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7953,2,0,4,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,36,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1340,3,0,3,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2122,2,0,4,51,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
7653,2,1,3,91,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,30,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
342,3,0,5,216,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,28,46,134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6551,2,0,4,119,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,21,44,46,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5168,1,0,3,112,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,14,72,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3896,3,1,2,45,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,17,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
3453,3,2,5,121,0,4,0,0,0,0,0,0,0,0,1,1,0,1,1,0,66,48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
4469,3,1,5,71,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,42,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
7190,2,0,3,121,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,103,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5947,2,0,1,86,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,21,9,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3510,3,1,4,120,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,97,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1
6523,2,0,2,87,0,0,0,0,0,0,5,4,0,0,1,1,0,0,1,0,9,20,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5238,1,0,2,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,2,1,3,80,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,32,41,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
3161,2,1,2,141,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6962,2,0,2,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,36,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
1139,4,0,3,46,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,22,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7908,2,1,4,145,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,15,123,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
9391,3,1,1,55,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,20,20,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6110,2,1,3,90,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,3,0,3,212,0,0,0,0,8,0,10,9,0,0,1,1,0,0,0,0,15,33,156,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
362,3,1,2,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
9037,2,1,3,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4049,5,0,3,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,35,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
9024,1,0,2,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5845,2,0,2,61,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8871,2,0,2,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,18,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
8861,2,1,2,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5258,1,0,0,67,0,0,0,0,2,0,3,2,0,0,1,0,0,0,0,0,14,1,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3508,5,1,5,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,50,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1
8762,3,1,2,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5956,2,0,1,86,0,0,0,0,3,0,3,2,0,0,1,0,0,0,0,0,14,10,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7261,2,1,5,98,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
494,3,1,2,53,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
9477,3,1,3,55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,13,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5437,3,1,9,109,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,18,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,2,0,4,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,36,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
5887,2,0,2,68,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,18,21,21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6058,2,0,5,86,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,18,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6150,1,0,5,84,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,15,48,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2484,2,0,3,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8429,1,0,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7991,2,1,4,73,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,21,33,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4330,3,1,4,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2753,3,0,3,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6153,1,0,6,67,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7641,3,1,1,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5874,3,1,5,64,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3163,11,9,2,200,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,73,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1929,2,0,4,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8591,2,0,1,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,1,0,4,47,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,29,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
9336,4,1,2,55,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,17,16,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2927,3,1,3,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
9606,3,1,2,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4494,2,0,2,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
