id,numdots,subdomainlevel,pathlevel,urllength,numdash,numdashinhostname,atsymbol,tildesymbol,numunderscore,numpercent,numquerycomponents,numampersand,numhash,numnumericchars,nohttps,randomstring,ipaddress,domaininsubdomains,domaininpaths,httpsinhostname,hostnamelength,pathlength,querylength,doubleslashinpath,numsensitivewords,embeddedbrandname,pctexthyperlinks,pctextresourceurls,extfavicon,insecureforms,relativeformaction,extformaction,abnormalformaction,pctnullselfredirecthyperlinks,frequentdomainnamemismatch,fakelinkinstatusbar,rightclickdisabled,class_label
9924,2,1,2,51,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,19,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5648,2,1,6,74,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,22,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7044,3,1,2,118,0,0,0,0,0,0,5,4,0,0,1,0,0,0,1,0,19,15,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1745,1,0,3,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
200,4,0,1,104,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,19,78,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
3328,2,1,2,53,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,37,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
9647,3,1,2,57,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,30,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600,2,0,6,74,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,21,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7997,1,0,5,75,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,22,46,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
7465,1,0,5,97,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,18,72,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1310,3,1,1,38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
6826,3,1,1,68,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,18,16,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6938,2,1,4,73,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8793,1,0,3,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5704,2,0,6,76,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,13,38,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4970,4,1,9,131,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,17,107,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
3245,2,1,3,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6910,1,0,6,98,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,15,54,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
896,2,0,6,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,39,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
50,3,0,2,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2745,2,0,2,66,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27,32,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
9838,3,1,3,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6039,3,1,2,130,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,15,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,2,0,2,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
7890,2,0,2,64,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,12,23,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7355,3,1,3,92,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,31,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5206,1,0,5,77,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,13,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2991,2,1,8,75,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,18,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9777,3,1,2,59,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8183,2,0,2,64,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4577,5,1,2,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,23,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1254,14,0,3,242,0,0,0,0,0,0,6,12,1,0,1,0,0,0,0,0,15,20,174,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
8682,1,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5504,2,1,1,121,0,0,0,0,2,1,7,6,0,0,1,0,0,0,0,0,14,7,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9982,2,1,2,42,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5527,2,0,1,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,32,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
6014,4,1,3,67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9893,2,1,0,32,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14,1,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
5181,1,0,3,103,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,20,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8838,2,1,0,32,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17,1,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5251,3,1,1,119,0,0,0,0,2,0,7,6,0,0,1,0,0,0,0,0,15,7,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9174,3,1,3,51,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4725,2,0,2,46,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2188,2,0,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
7379,2,1,4,119,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,19,72,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4558,4,0,10,110,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,19,84,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
3779,3,1,3,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7139,1,0,2,70,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7506,2,0,2,72,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,17,24,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9208,2,1,0,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,3,0,6,82,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,18,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3680,5,3,3,84,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,33,44,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1
259,5,1,2,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,28,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1730,2,1,5,92,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,29,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5580,2,1,1,63,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,19,9,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7922,2,0,3,71,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7025,2,1,3,123,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5245,2,1,5,89,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,22,48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6350,1,0,2,101,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,86,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5673,4,2,4,180,0,0,0,0,0,2,8,0,0,0,1,0,0,0,0,0,26,26,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,4,1,4,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3628,4,1,6,81,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,53,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1985,3,1,1,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
4298,3,1,3,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,41,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
238,2,0,2,40,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,14,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
9369,2,1,3,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,28,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4694,3,0,4,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1795,1,0,2,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5086,2,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
9988,2,1,2,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
564,2,0,5,53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11,35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4776,2,0,4,59,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
4774,2,0,6,65,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,12,46,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
3182,2,1,3,68,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,21,40,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
3931,3,0,5,71,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,38,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2987,2,1,3,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
748,1,0,4,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2696,4,1,3,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2103,4,1,3,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9804,2,1,2,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3265,2,1,3,72,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4670,3,0,6,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,51,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4048,3,1,1,37,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,12,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
7712,1,0,5,84,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3437,4,1,2,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,31,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
6005,2,0,5,87,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,10,70,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
9154,1,0,2,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5210,3,1,4,136,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,21,96,11,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1722,3,1,7,93,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,22,64,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
6814,3,1,2,71,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,30,34,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3356,3,2,5,121,0,4,0,0,0,0,0,0,0,0,1,1,0,1,1,0,66,48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
7118,1,0,2,67,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,12,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
563,4,0,3,205,0,0,0,0,3,0,10,6,0,0,1,0,1,0,0,0,12,22,163,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3422,3,2,5,121,0,4,0,0,0,0,0,0,0,0,1,1,0,1,1,0,66,48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
4436,2,0,4,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6695,1,0,5,96,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,12,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
646,3,1,5,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9152,1,0,3,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7751,2,1,3,113,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,24,82,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
6027,1,0,2,104,0,0,0,0,3,2,2,1,0,0,1,0,0,0,0,0,18,9,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82,5,0,7,135,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,11,77,39,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
8080,2,1,4,79,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
903,4,1,6,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6270,2,0,1,82,0,0,0,0,1,0,4,3,0,0,1,0,0,0,0,0,14,10,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9590,2,1,4,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,20,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4819,2,0,4,59,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,22,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4500,3,1,4,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,27,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2764,3,1,2,43,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5492,3,1,5,148,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,24,117,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2824,3,1,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,17,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
56,3,1,2,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1932,3,0,4,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6015,4,2,3,68,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3799,3,2,4,109,0,4,0,0,0,0,0,0,0,0,1,1,0,1,1,0,57,45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
5278,1,0,7,101,0,0,0,0,0,0,3,2,0,0,1,1,0,0,1,0,19,47,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1304,3,0,5,50,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,12,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
44,3,0,5,65,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5367,2,1,5,72,0,0,0,0,5,0,0,0,0,0,1,1,0,0,1,0,17,48,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
8579,3,1,2,54,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9834,2,1,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3585,3,1,2,37,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,13,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3763,3,2,4,109,0,4,0,0,0,0,0,0,0,0,1,1,0,1,1,0,57,45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
327,4,1,5,182,0,0,0,0,7,0,2,2,0,0,1,1,0,0,1,0,18,69,87,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2469,2,0,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,27,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
4075,2,0,3,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2195,2,0,4,55,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14,34,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
5180,1,0,5,87,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,64,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3361,2,1,7,94,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,23,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2471,3,1,2,35,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9388,2,1,3,37,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3240,2,1,3,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9344,3,1,3,46,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8485,2,1,2,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4561,3,1,3,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,23,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2228,3,0,4,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,39,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
467,2,0,1,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2386,4,1,3,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,34,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
7172,3,1,4,114,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,25,82,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4035,6,1,3,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,35,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
698,4,0,3,86,0,0,0,0,0,0,5,5,0,0,1,0,1,0,0,0,12,22,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4443,3,1,5,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,35,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2516,2,0,4,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,31,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2971,2,1,4,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4952,2,1,6,95,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,35,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
755,1,0,5,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,23,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
9403,3,1,3,53,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,15,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1963,5,1,2,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31,29,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1526,2,0,2,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2583,3,0,4,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,27,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2904,2,1,3,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6011,4,1,3,61,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3336,2,1,2,45,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
8129,2,0,3,84,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,18,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9074,2,0,2,42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16,11,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7260,1,0,2,77,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,30,26,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4932,2,1,3,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,13,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
715,1,0,3,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8976,1,0,3,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6670,1,0,4,101,0,0,0,0,3,0,1,0,0,0,1,1,0,0,1,0,11,49,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8800,1,0,2,33,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,14,4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
