date,store_nbr,customers
04-01-2013,15,1318
04-01-2013,16,977
04-01-2013,17,1139
04-01-2013,18,1238
04-01-2013,19,1003
04-01-2013,23,1257
04-01-2013,24,2607
04-01-2013,25,1054
04-01-2013,26,813
04-01-2013,27,1034
04-01-2013,28,651
04-01-2013,30,689
04-01-2013,31,1246
04-01-2013,32,680
04-01-2013,33,948
04-01-2013,34,2369
04-01-2013,35,630
04-01-2013,37,1701
04-01-2013,38,1723
04-01-2013,39,1285
04-01-2013,40,1044
04-01-2013,41,835
04-01-2013,43,1358
04-01-2013,44,4169
04-01-2013,45,3630
04-01-2013,46,3434
04-01-2013,47,3915
04-01-2013,48,2900
04-01-2013,49,2016
04-01-2013,50,2698
04-01-2013,51,1786
04-01-2013,54,794
05-01-2013,1,1509
05-01-2013,2,2062
05-01-2013,3,3623
05-01-2013,4,1825
05-01-2013,5,1643
05-01-2013,6,2154
05-01-2013,7,1599
05-01-2013,8,3060
05-01-2013,9,2604
05-01-2013,10,1269
05-01-2013,11,3052
05-01-2013,12,1293
05-01-2013,13,1336
05-01-2013,14,2052
05-01-2013,15,1543
05-01-2013,16,1109
05-01-2013,17,1433
05-01-2013,18,1323
05-01-2013,19,1713
05-01-2013,23,1250
05-01-2013,24,2578
05-01-2013,25,1355
05-01-2013,26,1081
05-01-2013,27,1327
05-01-2013,28,1033
05-01-2013,30,749
05-01-2013,31,1317
05-01-2013,32,890
05-01-2013,33,1217
05-01-2013,34,2599
05-01-2013,35,723
05-01-2013,37,1770
05-01-2013,38,2214
05-01-2013,39,1851
05-01-2013,40,1118
05-01-2013,41,1021
05-01-2013,43,1205
05-01-2013,44,4921
05-01-2013,45,4331
05-01-2013,46,4935
05-01-2013,47,4764
05-01-2013,48,4084
05-01-2013,49,2562
05-01-2013,50,3459
05-01-2013,51,2068
05-01-2013,54,949
06-01-2013,1,520
06-01-2013,2,1992
06-01-2013,3,3590
06-01-2013,4,1891
06-01-2013,5,1754
06-01-2013,6,2313
06-01-2013,7,1431
06-01-2013,8,2748
06-01-2013,9,2635
06-01-2013,10,1173
06-01-2013,11,3188
06-01-2013,12,1271
06-01-2013,13,1008
06-01-2013,14,1313
06-01-2013,15,1149
06-01-2013,16,1323
06-01-2013,17,1383
06-01-2013,18,1405
06-01-2013,19,1157
06-01-2013,23,1100
06-01-2013,24,2061
06-01-2013,25,716
06-01-2013,26,1075
06-01-2013,27,1614
06-01-2013,28,1207
06-01-2013,30,667
06-01-2013,31,1468
06-01-2013,32,772
06-01-2013,33,1302
06-01-2013,34,2377
06-01-2013,35,651
06-01-2013,37,1282
06-01-2013,38,2522
06-01-2013,39,1571
06-01-2013,40,1023
06-01-2013,41,1142
06-01-2013,43,1194
06-01-2013,44,4925
06-01-2013,45,4418
06-01-2013,46,5401
06-01-2013,47,4935
06-01-2013,48,4591
06-01-2013,49,2795
06-01-2013,50,3297
06-01-2013,51,1934
06-01-2013,54,1180
07-01-2013,1,1807
07-01-2013,2,1911
07-01-2013,3,2996
07-01-2013,4,1514
07-01-2013,5,1577
07-01-2013,6,1713
07-01-2013,7,1705
07-01-2013,8,2768
07-01-2013,9,2162
07-01-2013,10,1148
07-01-2013,11,2361
07-01-2013,12,1113
07-01-2013,13,921
07-01-2013,14,1671
07-01-2013,15,1413
07-01-2013,16,1066
07-01-2013,17,1292
07-01-2013,18,1369
07-01-2013,19,1137
07-01-2013,23,1185
07-01-2013,24,2320
07-01-2013,25,703
07-01-2013,26,792
07-01-2013,27,1093
07-01-2013,28,775
07-01-2013,30,663
07-01-2013,31,1170
07-01-2013,32,699
07-01-2013,33,1078
07-01-2013,34,2224
07-01-2013,35,568
07-01-2013,37,1450
07-01-2013,38,1549
07-01-2013,39,1356
07-01-2013,40,1148
07-01-2013,41,744
07-01-2013,43,1137
07-01-2013,44,3871
07-01-2013,45,3339
07-01-2013,46,3205
07-01-2013,47,3570
07-01-2013,48,2697
07-01-2013,49,1719
07-01-2013,50,2371
07-01-2013,51,1637
07-01-2013,54,890
08-01-2013,1,1869
08-01-2013,2,1856
08-01-2013,3,2826
08-01-2013,4,1397
08-01-2013,5,1504
08-01-2013,6,1555
08-01-2013,7,1524
08-01-2013,8,2639
08-01-2013,9,2206
08-01-2013,10,1100
08-01-2013,11,2388
08-01-2013,12,1130
08-01-2013,13,879
08-01-2013,14,1673
08-01-2013,15,1330
08-01-2013,16,1009
08-01-2013,17,1197
08-01-2013,18,1388
08-01-2013,19,1013
08-01-2013,23,1143
08-01-2013,24,2349
08-01-2013,25,626
08-01-2013,26,729
08-01-2013,27,999
08-01-2013,28,877
08-01-2013,30,701
08-01-2013,31,1200
08-01-2013,32,641
08-01-2013,33,1164
08-01-2013,34,2272
08-01-2013,35,555
08-01-2013,37,1366
08-01-2013,38,1331
08-01-2013,39,1417
08-01-2013,40,1090
08-01-2013,41,764
08-01-2013,43,1155
08-01-2013,44,3593
08-01-2013,45,3102
08-01-2013,46,3061
08-01-2013,47,3185
08-01-2013,48,2320
08-01-2013,49,1609
08-01-2013,50,2251
08-01-2013,51,1613
08-01-2013,54,729
09-01-2013,1,1910
09-01-2013,2,1975
09-01-2013,3,2932
09-01-2013,4,1533
09-01-2013,5,1513
09-01-2013,6,1702
09-01-2013,7,1525
09-01-2013,8,2802
09-01-2013,9,1976
09-01-2013,10,930
09-01-2013,11,2230
09-01-2013,12,1108
09-01-2013,13,831
09-01-2013,14,1591
09-01-2013,15,1276
09-01-2013,16,923
09-01-2013,17,1110
09-01-2013,18,1206
09-01-2013,19,960
09-01-2013,23,1127
09-01-2013,24,2354
09-01-2013,25,755
09-01-2013,26,738
09-01-2013,27,1033
09-01-2013,28,645
09-01-2013,30,627
09-01-2013,31,1007
09-01-2013,32,591
09-01-2013,33,976
09-01-2013,34,2101
09-01-2013,35,539
09-01-2013,37,1544
09-01-2013,38,1525
09-01-2013,39,1219
09-01-2013,40,939
09-01-2013,41,749
09-01-2013,43,1000
09-01-2013,44,4006
09-01-2013,45,3268
09-01-2013,46,2989
09-01-2013,47,3370
09-01-2013,48,2316
09-01-2013,49,1776
09-01-2013,50,2228
09-01-2013,51,1786
09-01-2013,54,730
10-01-2013,1,1679
10-01-2013,2,1761
10-01-2013,3,2649
10-01-2013,4,1326
10-01-2013,5,1449
10-01-2013,6,1422
10-01-2013,7,1487
10-01-2013,8,2545
10-01-2013,9,1942
10-01-2013,10,925
10-01-2013,11,2274
10-01-2013,12,1121
10-01-2013,13,877
10-01-2013,14,1423
10-01-2013,15,1317
10-01-2013,16,889
10-01-2013,17,1141
10-01-2013,18,1219
10-01-2013,19,960
10-01-2013,23,1024
10-01-2013,24,2226
10-01-2013,25,632
10-01-2013,26,710
10-01-2013,27,900
10-01-2013,28,700
10-01-2013,30,693
10-01-2013,31,1001
10-01-2013,32,603
10-01-2013,33,868
10-01-2013,34,2079
10-01-2013,35,553
10-01-2013,37,1323
10-01-2013,38,1323
10-01-2013,39,1209
10-01-2013,40,944
10-01-2013,41,649
10-01-2013,43,967
10-01-2013,44,3323
10-01-2013,45,2697
10-01-2013,46,2627
10-01-2013,47,2982
10-01-2013,48,2212
10-01-2013,49,1481
10-01-2013,50,2052
10-01-2013,51,1515
10-01-2013,54,684
11-01-2013,1,1813
11-01-2013,2,1786
11-01-2013,3,2954
11-01-2013,4,1398
11-01-2013,5,1446
11-01-2013,6,1563
11-01-2013,7,1497
11-01-2013,8,2858
11-01-2013,9,1750
11-01-2013,10,877
11-01-2013,11,2053
11-01-2013,12,1072
11-01-2013,13,825
11-01-2013,14,1412
11-01-2013,15,1168
11-01-2013,16,912
11-01-2013,17,986
11-01-2013,18,1221
11-01-2013,19,999
11-01-2013,23,1046
11-01-2013,24,2350
11-01-2013,25,979
11-01-2013,26,725
11-01-2013,27,856
11-01-2013,28,618
11-01-2013,30,623
11-01-2013,31,1011
11-01-2013,32,641
11-01-2013,33,893
11-01-2013,34,2407
11-01-2013,35,538
11-01-2013,37,1447
11-01-2013,38,1557
11-01-2013,39,1163
11-01-2013,40,970
11-01-2013,41,686
11-01-2013,43,1264
11-01-2013,44,3873
11-01-2013,45,3083
11-01-2013,46,2892
11-01-2013,47,3312
11-01-2013,48,2396
11-01-2013,49,1768
11-01-2013,50,2226
11-01-2013,51,1658
11-01-2013,54,766
12-01-2013,1,1473
12-01-2013,2,1998
12-01-2013,3,3407
12-01-2013,4,1543
12-01-2013,5,1553
12-01-2013,6,2020
12-01-2013,7,1416
12-01-2013,8,2936
12-01-2013,9,2271
12-01-2013,10,1120
12-01-2013,11,2603
12-01-2013,12,1241
12-01-2013,13,1179
12-01-2013,14,1939
12-01-2013,15,1396
12-01-2013,16,1045
12-01-2013,17,1385
12-01-2013,18,1217
12-01-2013,19,1521
12-01-2013,23,1208
12-01-2013,24,2346
12-01-2013,25,1368
12-01-2013,26,907
12-01-2013,27,1330
12-01-2013,28,890
12-01-2013,30,702
12-01-2013,31,1262
12-01-2013,32,822
12-01-2013,33,1108
12-01-2013,34,2591
12-01-2013,35,750
12-01-2013,37,1622
12-01-2013,38,2142
12-01-2013,39,1518
12-01-2013,40,1039
12-01-2013,41,861
12-01-2013,43,1142
12-01-2013,44,4423
12-01-2013,45,3927
12-01-2013,46,4263
12-01-2013,47,4278
12-01-2013,48,3355
12-01-2013,49,2309
12-01-2013,50,3258
12-01-2013,51,1873
12-01-2013,54,954
13-01-2013,1,542
13-01-2013,2,1988
13-01-2013,3,3217
13-01-2013,4,1873
13-01-2013,5,1510
13-01-2013,6,2219
13-01-2013,7,1328
13-01-2013,8,2765
13-01-2013,9,2457
13-01-2013,10,1013
13-01-2013,11,2875
13-01-2013,12,1166
13-01-2013,13,858
13-01-2013,14,1317
13-01-2013,15,1122
13-01-2013,16,1260
13-01-2013,17,1441
13-01-2013,18,1376
13-01-2013,19,1269
13-01-2013,23,1187
13-01-2013,24,2001
13-01-2013,25,748
13-01-2013,26,963
13-01-2013,27,1575
13-01-2013,28,1197
13-01-2013,30,686
13-01-2013,31,1467
13-01-2013,32,753
13-01-2013,33,1207
13-01-2013,34,2381
13-01-2013,35,657
13-01-2013,37,1210
13-01-2013,38,2256
13-01-2013,39,1630
13-01-2013,40,1048
13-01-2013,41,1120
13-01-2013,43,1145
13-01-2013,44,4676
13-01-2013,45,4345
13-01-2013,46,4713
13-01-2013,47,4796
13-01-2013,48,3993
13-01-2013,49,2662
13-01-2013,50,3261
13-01-2013,51,1808
13-01-2013,54,1225
14-01-2013,1,1780
14-01-2013,2,1713
14-01-2013,3,2785
14-01-2013,4,1321
14-01-2013,5,1457
14-01-2013,6,1545
14-01-2013,7,1629
14-01-2013,8,2622
14-01-2013,9,2009
14-01-2013,10,1000
14-01-2013,11,2056
14-01-2013,12,1147
14-01-2013,13,869
14-01-2013,14,1700
14-01-2013,15,1368
14-01-2013,16,977
14-01-2013,17,1209
14-01-2013,18,1314
14-01-2013,19,1115
14-01-2013,23,1138
14-01-2013,24,2341
14-01-2013,25,664
14-01-2013,26,758
14-01-2013,27,1005
14-01-2013,28,754
14-01-2013,30,690
14-01-2013,31,1181
14-01-2013,32,644
14-01-2013,33,1008
14-01-2013,34,2246
14-01-2013,35,579
14-01-2013,37,1305
14-01-2013,38,1502
14-01-2013,39,1248
14-01-2013,40,1109
14-01-2013,41,739
14-01-2013,43,1091
14-01-2013,44,3450
14-01-2013,45,2937
14-01-2013,46,2780
14-01-2013,47,3145
14-01-2013,48,2223
14-01-2013,49,1525
14-01-2013,50,2150
14-01-2013,51,1491
14-01-2013,54,759
15-01-2013,1,1680
15-01-2013,2,1806
15-01-2013,3,2757
15-01-2013,4,1385
15-01-2013,5,1450
15-01-2013,6,1619
15-01-2013,7,1603
15-01-2013,8,2558
15-01-2013,9,2163
15-01-2013,10,1070
15-01-2013,11,2152
15-01-2013,12,1180
15-01-2013,13,871
15-01-2013,14,1554
15-01-2013,15,1319
15-01-2013,16,1001
15-01-2013,17,1216
15-01-2013,18,1350
15-01-2013,19,1042
15-01-2013,23,1075
15-01-2013,24,2338
15-01-2013,25,644
15-01-2013,26,787
15-01-2013,27,953
15-01-2013,28,846
15-01-2013,30,754
15-01-2013,31,1184
15-01-2013,32,683
15-01-2013,33,1062
15-01-2013,34,2285
15-01-2013,35,619
15-01-2013,37,1406
15-01-2013,38,1395
15-01-2013,39,1318
15-01-2013,40,1153
15-01-2013,41,693
15-01-2013,43,1123
15-01-2013,44,3527
15-01-2013,45,3016
15-01-2013,46,2973
15-01-2013,47,3305
15-01-2013,48,2275
15-01-2013,49,1571
15-01-2013,50,2001
15-01-2013,51,1604
15-01-2013,54,768
16-01-2013,1,1933
16-01-2013,2,1988
16-01-2013,3,3108
16-01-2013,4,1557
16-01-2013,5,1461
16-01-2013,6,1677
16-01-2013,7,1619
16-01-2013,8,2820
16-01-2013,9,1981
16-01-2013,10,973
16-01-2013,11,2060
16-01-2013,12,1068
16-01-2013,13,767
16-01-2013,14,1406
16-01-2013,15,1222
16-01-2013,16,782
16-01-2013,17,1127
16-01-2013,18,1313
16-01-2013,19,986
16-01-2013,23,1124
16-01-2013,24,2555
16-01-2013,25,775
16-01-2013,26,786
16-01-2013,27,1070
16-01-2013,28,678
16-01-2013,30,678
16-01-2013,31,1096
16-01-2013,32,648
16-01-2013,33,1010
16-01-2013,34,2218
16-01-2013,35,597
16-01-2013,37,1495
16-01-2013,38,1483
16-01-2013,39,1047
16-01-2013,40,978
16-01-2013,41,736
16-01-2013,43,1037
16-01-2013,44,4026
16-01-2013,45,3183
16-01-2013,46,3034
16-01-2013,47,3406
16-01-2013,48,2343
16-01-2013,49,1780
16-01-2013,50,2302
16-01-2013,51,1852
16-01-2013,54,686
17-01-2013,1,1786
17-01-2013,2,1672
17-01-2013,3,2653
17-01-2013,4,1296
17-01-2013,5,1458
17-01-2013,6,1547
17-01-2013,7,1565
17-01-2013,8,2591
17-01-2013,9,1932
17-01-2013,10,960
17-01-2013,11,2167
17-01-2013,12,1186
17-01-2013,13,794
17-01-2013,14,1420
17-01-2013,15,1274
17-01-2013,16,973
17-01-2013,17,1128
17-01-2013,18,1249
17-01-2013,19,977
17-01-2013,23,1089
17-01-2013,24,2557
17-01-2013,25,640
17-01-2013,26,818
17-01-2013,27,1037
17-01-2013,28,820
17-01-2013,30,790
17-01-2013,31,1161
17-01-2013,32,726
17-01-2013,33,961
17-01-2013,34,2315
17-01-2013,35,555
17-01-2013,37,1258
17-01-2013,38,1342
17-01-2013,39,1194
17-01-2013,40,942
17-01-2013,41,728
17-01-2013,43,1011
17-01-2013,44,3412
17-01-2013,45,2773
17-01-2013,46,2807
17-01-2013,47,3217
17-01-2013,48,2234
17-01-2013,49,1568
17-01-2013,50,2012
17-01-2013,51,1551
17-01-2013,54,727
18-01-2013,1,1745
18-01-2013,2,1901
18-01-2013,3,2936
18-01-2013,4,1493
18-01-2013,5,1378
18-01-2013,6,1548
18-01-2013,7,1749
18-01-2013,8,2766
18-01-2013,9,1639
18-01-2013,10,852
18-01-2013,11,2133
18-01-2013,12,1039
18-01-2013,13,803
18-01-2013,14,1305
18-01-2013,15,1157
18-01-2013,16,906
18-01-2013,17,1035
18-01-2013,18,1209
18-01-2013,19,923
18-01-2013,23,1071
18-01-2013,24,2559
18-01-2013,25,971
18-01-2013,26,822
18-01-2013,27,1034
18-01-2013,28,709
18-01-2013,30,696
18-01-2013,31,1044
18-01-2013,32,619
18-01-2013,33,860
18-01-2013,34,2510
18-01-2013,35,519
18-01-2013,37,1458
18-01-2013,38,1591
18-01-2013,39,1162
18-01-2013,40,944
18-01-2013,41,727
18-01-2013,43,1323
18-01-2013,44,3801
18-01-2013,45,3263
18-01-2013,46,2907
18-01-2013,47,3302
18-01-2013,48,2341
18-01-2013,49,1804
18-01-2013,50,2242
18-01-2013,51,1796
18-01-2013,54,779
19-01-2013,1,1389
19-01-2013,2,2043
19-01-2013,3,3453
19-01-2013,4,1705
19-01-2013,5,1517
19-01-2013,6,2132
19-01-2013,7,1581
19-01-2013,8,2944
19-01-2013,9,2336
19-01-2013,10,1372
19-01-2013,11,2569
19-01-2013,12,1319
19-01-2013,13,1140
19-01-2013,14,2031
19-01-2013,15,1390
19-01-2013,16,1022
19-01-2013,17,1440
19-01-2013,18,1362
19-01-2013,19,1735
19-01-2013,23,1231
19-01-2013,24,2487
19-01-2013,25,1494
19-01-2013,26,961
19-01-2013,27,1382
19-01-2013,28,996
19-01-2013,30,715
19-01-2013,31,1386
19-01-2013,32,770
19-01-2013,33,1201
19-01-2013,34,2695
19-01-2013,35,816
19-01-2013,37,1630
19-01-2013,38,2154
19-01-2013,39,1633
19-01-2013,40,1034
19-01-2013,41,952
19-01-2013,43,1127
19-01-2013,44,4656
19-01-2013,45,3984
19-01-2013,46,4372
19-01-2013,47,4377
19-01-2013,48,3392
19-01-2013,49,2469
19-01-2013,50,3426
19-01-2013,51,1830
19-01-2013,54,908
20-01-2013,1,507
20-01-2013,2,2006
20-01-2013,3,3466
20-01-2013,4,1742
20-01-2013,5,1596
20-01-2013,6,2202
20-01-2013,7,1368
20-01-2013,8,2755
20-01-2013,9,2427
20-01-2013,10,1162
20-01-2013,11,2597
20-01-2013,12,1211
20-01-2013,13,947
20-01-2013,14,1333
20-01-2013,15,1110
20-01-2013,16,1184
20-01-2013,17,1419
20-01-2013,18,1347
20-01-2013,19,1142
20-01-2013,23,1099
20-01-2013,24,1908
20-01-2013,25,816
20-01-2013,26,986
20-01-2013,27,1515
20-01-2013,28,1179
20-01-2013,30,616
20-01-2013,31,1389
20-01-2013,32,801
20-01-2013,33,1133
20-01-2013,34,2324
20-01-2013,35,697
20-01-2013,37,1233
20-01-2013,38,2294
20-01-2013,39,1582
20-01-2013,40,924
20-01-2013,41,1020
20-01-2013,43,1061
20-01-2013,44,4732
20-01-2013,45,4169
20-01-2013,46,4696
20-01-2013,47,4877
20-01-2013,48,4044
20-01-2013,49,2536
20-01-2013,50,3195
20-01-2013,51,1756
20-01-2013,54,1178
21-01-2013,1,1770
21-01-2013,2,1864
21-01-2013,3,2930
21-01-2013,4,1458
21-01-2013,5,1506
21-01-2013,6,1602
21-01-2013,7,1649
21-01-2013,8,2688
21-01-2013,9,2149
21-01-2013,10,1200
21-01-2013,11,2200
21-01-2013,12,1156
21-01-2013,13,864
21-01-2013,14,1934
21-01-2013,15,1439
21-01-2013,16,1000
21-01-2013,17,1310
21-01-2013,18,1306
21-01-2013,19,1158
21-01-2013,23,1161
21-01-2013,24,2391
21-01-2013,25,754
21-01-2013,26,730
21-01-2013,27,1018
21-01-2013,28,708
21-01-2013,30,692
21-01-2013,31,1184
21-01-2013,32,667
21-01-2013,33,1046
21-01-2013,34,2379
21-01-2013,35,509
21-01-2013,37,1370
21-01-2013,38,1414
21-01-2013,39,1325
21-01-2013,40,1169
21-01-2013,41,715
21-01-2013,43,1124
21-01-2013,44,3508
21-01-2013,45,3134
21-01-2013,46,3186
21-01-2013,47,3335
21-01-2013,48,2428
21-01-2013,49,1557
21-01-2013,50,2227
21-01-2013,51,1548
21-01-2013,54,788
22-01-2013,1,1762
22-01-2013,2,1794
22-01-2013,3,2721
22-01-2013,4,1285
22-01-2013,5,1459
22-01-2013,6,1584
22-01-2013,7,1583
22-01-2013,8,2491
22-01-2013,9,1949
22-01-2013,10,1109
22-01-2013,11,2128
22-01-2013,12,1145
22-01-2013,13,903
22-01-2013,14,1558
22-01-2013,15,1270
22-01-2013,16,933
22-01-2013,17,1310
22-01-2013,18,1362
22-01-2013,19,1017
22-01-2013,23,1085
22-01-2013,24,2293
22-01-2013,25,692
22-01-2013,26,690
22-01-2013,27,969
22-01-2013,28,819
22-01-2013,30,752
22-01-2013,31,1185
22-01-2013,32,668
22-01-2013,33,1096
22-01-2013,34,2221
22-01-2013,35,627
22-01-2013,37,1299
22-01-2013,38,1317
22-01-2013,39,1258
22-01-2013,40,1017
22-01-2013,41,646
22-01-2013,43,1055
22-01-2013,44,3349
22-01-2013,45,2759
22-01-2013,46,2786
22-01-2013,47,2973
22-01-2013,48,2130
22-01-2013,49,1500
22-01-2013,50,2182
22-01-2013,51,1489
22-01-2013,54,768
23-01-2013,1,1873
23-01-2013,2,1951
23-01-2013,3,2911
23-01-2013,4,1465
23-01-2013,5,1461
23-01-2013,6,1740
23-01-2013,7,1657
23-01-2013,8,2625
23-01-2013,9,1741
23-01-2013,10,1023
23-01-2013,11,2063
23-01-2013,12,1142
23-01-2013,13,797
23-01-2013,14,1490
23-01-2013,15,1245
23-01-2013,16,908
23-01-2013,17,1082
23-01-2013,18,1231
23-01-2013,19,1078
23-01-2013,23,1178
23-01-2013,24,2501
23-01-2013,25,795
23-01-2013,26,681
23-01-2013,27,1034
23-01-2013,28,674
23-01-2013,30,655
23-01-2013,31,952
23-01-2013,32,565
23-01-2013,33,1011
23-01-2013,34,2071
23-01-2013,35,538
23-01-2013,37,1437
23-01-2013,38,1495
23-01-2013,39,1094
23-01-2013,40,886
23-01-2013,41,722
23-01-2013,43,1019
23-01-2013,44,3704
23-01-2013,45,2872
23-01-2013,46,2901
23-01-2013,47,3207
23-01-2013,48,2179
23-01-2013,49,1606
23-01-2013,50,2186
23-01-2013,51,1683
23-01-2013,54,690
24-01-2013,1,1616
24-01-2013,2,1691
24-01-2013,3,2503
24-01-2013,4,1245
24-01-2013,5,1319
24-01-2013,6,1432
24-01-2013,7,1523
24-01-2013,8,2482
24-01-2013,9,1730
24-01-2013,10,883
24-01-2013,11,2004
24-01-2013,12,1057
24-01-2013,13,746
24-01-2013,14,1456
24-01-2013,15,1178
24-01-2013,16,857
24-01-2013,17,990
24-01-2013,18,1222
24-01-2013,19,861
24-01-2013,23,1056
24-01-2013,24,2275
24-01-2013,25,691
24-01-2013,26,660
24-01-2013,27,976
24-01-2013,28,701
24-01-2013,30,682
24-01-2013,31,1067
24-01-2013,32,680
24-01-2013,33,862
24-01-2013,34,2043
24-01-2013,35,511
24-01-2013,37,1245
24-01-2013,38,1224
24-01-2013,39,1072
24-01-2013,40,923
24-01-2013,41,693
24-01-2013,43,970
24-01-2013,44,3121
24-01-2013,45,2592
24-01-2013,46,2623
24-01-2013,47,2738
24-01-2013,48,1972
24-01-2013,49,1468
24-01-2013,50,2011
24-01-2013,51,1437
24-01-2013,54,617
25-01-2013,1,1770
25-01-2013,2,1949
25-01-2013,3,2943
25-01-2013,4,1498
25-01-2013,5,1447
25-01-2013,6,1620
25-01-2013,7,1758
25-01-2013,8,2748
25-01-2013,9,1710
25-01-2013,10,938
25-01-2013,11,2029
25-01-2013,12,1043
25-01-2013,13,780
25-01-2013,14,1405
25-01-2013,15,1189
25-01-2013,16,890
25-01-2013,17,1043
25-01-2013,18,1190
25-01-2013,19,944
25-01-2013,23,1144
25-01-2013,24,2586
25-01-2013,25,1041
25-01-2013,26,694
25-01-2013,27,1003
25-01-2013,28,676
25-01-2013,30,711
25-01-2013,31,1067
25-01-2013,32,679
25-01-2013,33,815
25-01-2013,34,2472
25-01-2013,35,584
25-01-2013,37,1500
25-01-2013,38,1473
25-01-2013,39,1090
25-01-2013,40,892
25-01-2013,41,750
25-01-2013,43,1286
25-01-2013,44,3751
25-01-2013,45,3172
25-01-2013,46,3109
25-01-2013,47,3213
25-01-2013,48,2262
25-01-2013,49,1805
25-01-2013,50,2264
25-01-2013,51,1709
25-01-2013,54,631
26-01-2013,1,1295
26-01-2013,2,1993
26-01-2013,3,3394
26-01-2013,4,1750
26-01-2013,5,1540
26-01-2013,6,2026
26-01-2013,7,1606
26-01-2013,8,2854
26-01-2013,9,2304
26-01-2013,10,1393
26-01-2013,11,2361
26-01-2013,12,1274
26-01-2013,13,1196
26-01-2013,14,1969
26-01-2013,15,1390
26-01-2013,16,1105
26-01-2013,17,1557
26-01-2013,18,1296
26-01-2013,19,1646
26-01-2013,23,1203
26-01-2013,24,2358
26-01-2013,25,1635
26-01-2013,26,862
26-01-2013,27,1341
26-01-2013,28,963
26-01-2013,30,751
26-01-2013,31,1313
26-01-2013,32,867
26-01-2013,33,949
26-01-2013,34,2715
26-01-2013,35,752
26-01-2013,37,1477
26-01-2013,38,2280
26-01-2013,39,1637
26-01-2013,40,1055
26-01-2013,41,978
26-01-2013,43,1147
26-01-2013,44,4812
26-01-2013,45,4168
26-01-2013,46,4364
26-01-2013,47,4363
26-01-2013,48,3628
26-01-2013,49,2503
26-01-2013,50,3221
26-01-2013,51,1814
26-01-2013,54,917
27-01-2013,1,542
27-01-2013,2,1937
27-01-2013,3,3355
27-01-2013,4,1799
27-01-2013,5,1412
27-01-2013,6,2101
27-01-2013,7,1299
27-01-2013,8,2715
27-01-2013,9,2226
27-01-2013,10,1155
27-01-2013,11,2539
27-01-2013,12,1190
27-01-2013,13,901
27-01-2013,14,1266
27-01-2013,15,1078
27-01-2013,16,1180
27-01-2013,17,1372
27-01-2013,18,1387
27-01-2013,19,1266
27-01-2013,23,1107
27-01-2013,24,1813
27-01-2013,25,845
27-01-2013,26,890
27-01-2013,27,1534
27-01-2013,28,1131
27-01-2013,30,622
27-01-2013,31,1204
27-01-2013,32,702
27-01-2013,33,1165
27-01-2013,34,2381
27-01-2013,35,650
27-01-2013,37,1204
27-01-2013,38,2331
27-01-2013,39,1603
27-01-2013,40,954
27-01-2013,41,1126
