,InsecureForms,AbnormalFormAction,TildeSymbol,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,NumQueryComponents,PathLevel,NumUnderscore,FakeLinkInStatusBar,id,CLASS_LABEL
2278,1,0,0,0,0,0,5,0,0,489,1
2210,0,0,0,0,0,0,5,0,0,5195,0
1951,1,0,0,0,0,0,2,0,0,9480,0
1289,1,0,0,0,0,0,4,0,0,7385,0
2115,1,0,0,0,0,0,5,0,0,1744,1
36,1,0,0,0,0,0,7,0,0,2515,1
1084,1,0,0,0,0,0,2,0,0,4473,1
1853,1,0,0,0,0,0,1,0,0,4656,1
304,0,0,0,0,0,0,3,0,0,9061,0
737,1,0,0,0,0,23,1,0,0,7438,0
1678,0,0,0,0,0,1,1,0,0,9180,0
769,1,0,0,0,0,5,1,0,0,6209,0
1049,0,0,0,0,0,0,5,0,0,9415,0
465,1,0,0,0,0,0,5,0,0,1007,1
111,1,0,0,0,0,0,2,0,0,438,1
1264,1,1,0,0,0,0,5,0,0,8807,0
1876,1,0,0,0,0,0,6,0,0,4100,1
179,1,0,0,0,0,0,6,0,0,4626,1
1513,0,0,0,0,0,0,2,0,0,9665,0
1871,1,0,0,0,0,0,4,0,0,1692,1
527,1,0,0,0,0,0,3,0,0,2234,1
573,1,0,0,0,0,3,2,0,0,8181,0
1816,1,0,0,0,0,0,2,0,0,967,1
1121,1,0,0,0,0,0,3,0,0,7677,0
1209,1,0,0,0,0,0,2,0,0,971,1
411,1,0,0,0,0,1,2,0,0,9385,0
2394,1,0,0,0,0,1,2,3,0,5663,0
397,1,0,0,0,0,0,4,0,0,542,1
613,0,0,0,0,0,0,2,0,0,8683,0
2273,1,0,0,0,0,0,5,1,0,2312,1
1475,1,1,0,0,0,0,2,0,0,6887,0
442,1,0,0,0,0,0,3,0,0,2876,1
1776,1,0,0,0,0,0,4,0,0,7708,0
1044,1,0,0,0,0,1,1,0,0,8867,0
2484,1,0,0,0,0,0,3,0,0,8857,0
1384,1,0,0,0,0,0,4,0,0,451,1
1832,1,0,0,0,0,0,6,0,0,7810,0
455,1,0,0,0,0,0,2,0,0,9741,0
696,0,0,1,0,0,0,4,0,0,1682,1
2637,0,0,0,0,0,5,1,1,0,6722,0
1427,1,0,0,0,0,0,2,0,0,3529,1
2414,1,0,0,0,0,0,3,0,0,1867,1
2481,1,0,0,0,0,6,4,0,0,964,1
85,1,0,0,0,0,0,10,0,0,3757,1
513,1,0,0,0,0,0,2,0,0,2430,1
171,1,0,0,0,0,0,4,1,0,6217,0
1325,1,1,0,0,0,0,5,0,0,3386,1
1081,1,0,0,0,0,0,3,0,0,2116,1
2451,1,0,0,0,0,2,1,0,0,9971,0
657,1,0,0,0,0,0,4,0,0,823,1
1418,0,0,0,0,0,0,2,0,0,1418,1
756,1,0,0,0,0,0,3,0,0,452,1
372,1,0,0,0,0,0,4,0,0,4850,1
242,1,0,0,0,0,0,3,0,0,8363,0
1509,0,0,0,0,0,0,5,1,0,5632,0
2151,1,0,0,0,0,1,0,0,0,8483,0
1205,1,0,0,0,0,0,2,0,0,773,1
944,1,0,0,0,0,0,3,0,0,1818,1
868,1,1,0,0,0,1,0,0,0,8711,0
1101,1,0,0,0,0,0,2,0,0,104,1
2222,1,0,0,0,0,0,3,0,0,2010,1
1124,1,1,0,0,0,3,5,2,0,6779,0
1623,1,0,0,0,0,1,4,0,0,8600,0
1820,1,0,0,0,0,0,5,0,0,7024,0
1279,1,1,0,0,0,1,2,1,1,5791,0
244,1,0,0,0,0,0,2,0,0,2240,1
223,1,0,0,0,0,0,3,0,0,3809,1
948,0,0,0,0,0,0,3,0,0,9720,0
672,1,0,0,0,0,0,4,0,0,1490,1
805,1,1,0,0,0,0,2,0,0,5496,0
167,1,0,0,0,0,0,2,0,0,7884,0
1226,0,0,1,0,0,0,4,0,0,958,1
163,1,0,0,0,0,0,2,0,0,5248,0
315,1,0,0,0,0,0,3,0,0,1325,1
1894,1,0,0,0,0,1,1,0,0,6979,0
2030,1,0,0,0,0,0,3,0,0,1317,1
823,1,0,0,0,0,3,5,2,0,6213,0
2330,1,0,0,0,0,0,6,0,0,4447,1
1498,1,1,0,0,0,0,6,0,0,30,1
1560,1,0,0,0,0,0,5,0,0,7518,0
2265,1,1,0,0,0,0,2,0,0,5361,0
2320,1,0,0,0,0,0,5,0,0,7864,0
820,1,0,0,0,0,0,4,0,0,2249,1
2089,1,0,0,0,0,0,7,0,0,4931,1
838,1,0,0,0,0,0,6,0,0,267,1
1925,1,0,0,0,0,0,6,0,0,5189,0
584,1,0,0,0,0,1,4,0,0,7113,0
765,1,0,0,0,0,0,3,1,0,2528,1
1542,1,0,0,0,0,0,4,0,0,501,1
2534,1,0,0,0,0,0,4,0,0,1148,1
1524,1,0,0,0,0,0,3,0,0,4420,1
1243,1,0,0,0,0,0,4,0,0,2132,1
38,0,0,0,0,0,1,1,0,0,8616,0
1870,1,0,0,0,0,0,4,0,0,1893,1
2230,1,0,0,0,0,0,3,1,0,254,1
1699,1,0,0,0,0,0,5,0,0,8076,0
2309,1,0,0,0,0,0,3,0,0,8341,0
699,1,0,0,0,0,0,2,0,0,1798,1
380,1,0,0,0,0,0,3,0,0,2085,1
