date,ws
2010-01-09 13:00:00,3.49
2010-01-09 14:00:00,3.8
2010-01-09 15:00:00,4.04
2010-01-09 16:00:00,4.11
2010-01-09 17:00:00,4.05
2010-01-09 18:00:00,3.89
2010-01-09 19:00:00,3.69
2010-01-09 20:00:00,3.58
2010-01-09 21:00:00,3.73
2010-01-09 22:00:00,4.23
2010-01-09 23:00:00,4.85
2010-01-10 00:00:00,5.27
2010-01-10 01:00:00,5.34
2010-01-10 02:00:00,5.28
2010-01-10 03:00:00,5.19
2010-01-10 04:00:00,5.16
2010-01-10 05:00:00,5.16
2010-01-10 06:00:00,5.09
2010-01-10 07:00:00,4.85
2010-01-10 08:00:00,4.51
2010-01-10 09:00:00,4.17
2010-01-10 10:00:00,3.97
2010-01-10 11:00:00,3.97
2010-01-10 12:00:00,4.15
2010-01-10 13:00:00,4.47
2010-01-10 14:00:00,4.87
2010-01-10 15:00:00,5.24
2010-01-10 16:00:00,5.48
2010-01-10 17:00:00,5.54
2010-01-10 18:00:00,5.34
2010-01-10 19:00:00,4.88
2010-01-10 20:00:00,4.37
2010-01-10 21:00:00,4.05
2010-01-10 22:00:00,4.09
2010-01-10 23:00:00,4.34
2010-01-11 00:00:00,4.58
2010-01-11 01:00:00,4.62
2010-01-11 02:00:00,4.47
2010-01-11 03:00:00,4.32
2010-01-11 04:00:00,4.26
2010-01-11 05:00:00,4.29
2010-01-11 06:00:00,4.35
2010-01-11 07:00:00,4.38
2010-01-11 08:00:00,4.35
2010-01-11 09:00:00,4.21
2010-01-11 10:00:00,3.96
2010-01-11 11:00:00,3.7
2010-01-11 12:00:00,3.57
2010-01-11 13:00:00,3.6
2010-01-11 14:00:00,3.69
2010-01-11 15:00:00,3.7
2010-01-11 16:00:00,3.53
2010-01-11 17:00:00,3.19
2010-01-11 18:00:00,2.72
2010-01-11 19:00:00,2.3
2010-01-11 20:00:00,2.17
2010-01-11 21:00:00,2.36
2010-01-11 22:00:00,2.65
2010-01-11 23:00:00,2.84
2010-01-12 00:00:00,2.82
2010-01-12 01:00:00,2.79
2010-01-12 02:00:00,3.2
2010-01-12 03:00:00,3.31
2010-01-12 04:00:00,3.13
2010-01-12 05:00:00,2.81
2010-01-12 06:00:00,2.54
2010-01-12 07:00:00,2.37
2010-01-12 08:00:00,2.27
2010-01-12 09:00:00,2.19
2010-01-12 10:00:00,2.11
2010-01-12 11:00:00,2.12
2010-01-12 12:00:00,2.36
2010-01-12 13:00:00,2.88
2010-01-12 14:00:00,3.51
2010-01-12 15:00:00,4.06
2010-01-12 16:00:00,4.46
2010-01-12 17:00:00,4.7
2010-01-12 18:00:00,4.58
2010-01-12 19:00:00,3.91
2010-01-12 20:00:00,3.05
2010-01-12 21:00:00,2.53
2010-01-12 22:00:00,2.83
2010-01-12 23:00:00,3.64
2010-01-13 00:00:00,4.31
2010-01-13 01:00:00,4.65
2010-01-13 02:00:00,4.16
2010-01-13 03:00:00,3.61
2010-01-13 04:00:00,3.33
2010-01-13 05:00:00,3.29
2010-01-13 06:00:00,3.36
2010-01-13 07:00:00,3.43
2010-01-13 08:00:00,3.48
2010-01-13 09:00:00,3.55
2010-01-13 10:00:00,3.67
2010-01-13 11:00:00,3.84
2010-01-13 12:00:00,4.03
2010-01-13 13:00:00,4.27
2010-01-13 14:00:00,4.57
2010-01-13 15:00:00,5.0
2010-01-13 16:00:00,5.55
2010-01-13 17:00:00,5.99
2010-01-13 18:00:00,5.97
2010-01-13 19:00:00,5.26
2010-01-13 20:00:00,4.27
2010-01-13 21:00:00,3.55
2010-01-13 22:00:00,3.49
2010-01-13 23:00:00,3.88
2010-01-14 00:00:00,4.35
2010-01-14 01:00:00,4.03
2010-01-14 02:00:00,4.18
2010-01-14 03:00:00,4.34
2010-01-14 04:00:00,4.47
2010-01-14 05:00:00,4.54
2010-01-14 06:00:00,4.56
2010-01-14 07:00:00,4.55
2010-01-14 08:00:00,4.53
2010-01-14 09:00:00,4.48
2010-01-14 10:00:00,4.41
2010-01-14 11:00:00,4.3
2010-01-14 12:00:00,4.14
2010-01-14 13:00:00,3.94
2010-01-14 14:00:00,3.78
2010-01-14 15:00:00,3.75
2010-01-14 16:00:00,3.91
2010-01-14 17:00:00,4.16
2010-01-14 18:00:00,4.35
2010-01-14 19:00:00,4.36
2010-01-14 20:00:00,4.31
2010-01-14 21:00:00,4.31
2010-01-14 22:00:00,4.47
2010-01-14 23:00:00,4.71
2010-01-15 00:00:00,4.9
2010-01-15 01:00:00,4.57
2010-01-15 02:00:00,4.69
2010-01-15 03:00:00,4.72
2010-01-15 04:00:00,4.64
2010-01-15 05:00:00,4.5
2010-01-15 06:00:00,4.36
2010-01-15 07:00:00,4.22
2010-01-15 08:00:00,4.04
2010-01-15 09:00:00,3.77
2010-01-15 10:00:00,3.44
2010-01-15 11:00:00,3.22
2010-01-15 12:00:00,3.24
2010-01-15 13:00:00,3.48
2010-01-15 14:00:00,3.77
2010-01-15 15:00:00,3.96
2010-01-15 16:00:00,3.92
2010-01-15 17:00:00,3.68
2010-01-15 18:00:00,3.3
2010-01-15 19:00:00,2.88
2010-01-15 20:00:00,2.52
2010-01-15 21:00:00,2.33
2010-01-15 22:00:00,2.43
2010-01-15 23:00:00,2.81
2010-01-16 00:00:00,3.19
2010-01-16 01:00:00,3.03
2010-01-16 02:00:00,2.89
2010-01-16 03:00:00,2.8
2010-01-16 04:00:00,2.9
2010-01-16 05:00:00,3.18
2010-01-16 06:00:00,3.61
2010-01-16 07:00:00,4.1
2010-01-16 08:00:00,4.49
2010-01-16 09:00:00,4.56
2010-01-16 10:00:00,4.21
2010-01-16 11:00:00,3.77
2010-01-16 12:00:00,3.69
2010-01-16 13:00:00,4.23
2010-01-16 14:00:00,5.0
2010-01-16 15:00:00,5.43
2010-01-16 16:00:00,5.11
2010-01-16 17:00:00,4.32
2010-01-16 18:00:00,3.49
2010-01-16 19:00:00,2.98
2010-01-16 20:00:00,2.85
2010-01-16 21:00:00,3.08
2010-01-16 22:00:00,3.61
2010-01-16 23:00:00,4.23
2010-01-17 00:00:00,4.64
2010-01-17 01:00:00,5.18
2010-01-17 02:00:00,4.64
2010-01-17 03:00:00,4.02
2010-01-17 04:00:00,3.64
2010-01-17 05:00:00,3.43
2010-01-17 06:00:00,3.24
2010-01-17 07:00:00,3.0
2010-01-17 08:00:00,2.78
2010-01-17 09:00:00,2.67
2010-01-17 10:00:00,2.7
2010-01-17 11:00:00,2.86
2010-01-17 12:00:00,3.21
2010-01-17 13:00:00,3.74
2010-01-17 14:00:00,4.23
2010-01-17 15:00:00,4.38
2010-01-17 16:00:00,3.99
2010-01-17 17:00:00,3.37
2010-01-17 18:00:00,2.91
2010-01-17 19:00:00,2.89
2010-01-17 20:00:00,3.09
2010-01-17 21:00:00,3.21
2010-01-17 22:00:00,3.05
2010-01-17 23:00:00,2.74
2010-01-18 00:00:00,2.51
2010-01-18 01:00:00,3.74
2010-01-18 02:00:00,4.11
2010-01-18 03:00:00,4.16
2010-01-18 04:00:00,3.64
2010-01-18 05:00:00,2.89
2010-01-18 06:00:00,2.38
2010-01-18 07:00:00,2.23
2010-01-18 08:00:00,2.19
2010-01-18 09:00:00,2.17
2010-01-18 10:00:00,2.16
2010-01-18 11:00:00,2.26
2010-01-18 12:00:00,2.65
2010-01-18 13:00:00,3.49
2010-01-18 14:00:00,4.52
2010-01-18 15:00:00,5.31
2010-01-18 16:00:00,5.53
2010-01-18 17:00:00,5.3
2010-01-18 18:00:00,4.85
2010-01-18 19:00:00,4.35
2010-01-18 20:00:00,3.85
2010-01-18 21:00:00,3.36
2010-01-18 22:00:00,2.94
2010-01-18 23:00:00,2.64
2010-01-19 00:00:00,2.56
2010-01-19 01:00:00,2.28
2010-01-19 02:00:00,2.41
2010-01-19 03:00:00,2.48
2010-01-19 04:00:00,2.42
2010-01-19 05:00:00,2.32
2010-01-19 06:00:00,2.24
2010-01-19 07:00:00,2.21
2010-01-19 08:00:00,2.2
2010-01-19 09:00:00,2.2
2010-01-19 10:00:00,2.19
2010-01-19 11:00:00,2.16
2010-01-19 12:00:00,2.13
2010-01-19 13:00:00,2.33
2010-01-19 14:00:00,2.86
2010-01-19 15:00:00,3.5
2010-01-19 16:00:00,3.93
2010-01-19 17:00:00,4.06
2010-01-19 18:00:00,3.91
2010-01-19 19:00:00,3.52
2010-01-19 20:00:00,3.06
2010-01-19 21:00:00,2.74
2010-01-19 22:00:00,2.71
2010-01-19 23:00:00,2.93
2010-01-20 00:00:00,3.3
2010-01-20 01:00:00,2.14
2010-01-20 02:00:00,2.13
2010-01-20 03:00:00,2.22
2010-01-20 04:00:00,2.46
2010-01-20 05:00:00,2.78
2010-01-20 06:00:00,3.06
2010-01-20 07:00:00,3.25
2010-01-20 08:00:00,3.34
2010-01-20 09:00:00,3.25
2010-01-20 10:00:00,2.92
2010-01-20 11:00:00,2.56
2010-01-20 12:00:00,2.49
2010-01-20 13:00:00,2.85
2010-01-20 14:00:00,3.36
2010-01-20 15:00:00,3.68
2010-01-20 16:00:00,3.58
2010-01-20 17:00:00,3.17
2010-01-20 18:00:00,2.63
2010-01-20 19:00:00,2.14
2010-01-20 20:00:00,1.87
2010-01-20 21:00:00,2.0
2010-01-20 22:00:00,2.6
2010-01-20 23:00:00,3.4
2010-01-21 00:00:00,4.06
2010-01-21 01:00:00,4.48
2010-01-21 02:00:00,4.26
2010-01-21 03:00:00,3.96
2010-01-21 04:00:00,3.92
2010-01-21 05:00:00,4.05
2010-01-21 06:00:00,3.99
2010-01-21 07:00:00,3.55
2010-01-21 08:00:00,3.16
2010-01-21 09:00:00,3.2
2010-01-21 10:00:00,3.44
2010-01-21 11:00:00,3.55
2010-01-21 12:00:00,3.36
2010-01-21 13:00:00,2.9
2010-01-21 14:00:00,2.45
2010-01-21 15:00:00,2.41
2010-01-21 16:00:00,2.92
2010-01-21 17:00:00,3.58
2010-01-21 18:00:00,3.99
2010-01-21 19:00:00,3.91
2010-01-21 20:00:00,3.62
2010-01-21 21:00:00,3.51
2010-01-21 22:00:00,3.81
2010-01-21 23:00:00,4.35
2010-01-22 00:00:00,4.8
2010-01-22 01:00:00,4.6
2010-01-22 02:00:00,4.41
2010-01-22 03:00:00,4.18
2010-01-22 04:00:00,4.03
2010-01-22 05:00:00,3.94
2010-01-22 06:00:00,3.8
2010-01-22 07:00:00,3.57
2010-01-22 08:00:00,3.42
2010-01-22 09:00:00,3.42
2010-01-22 10:00:00,3.45
2010-01-22 11:00:00,3.46
2010-01-22 12:00:00,3.47
2010-01-22 13:00:00,3.52
2010-01-22 14:00:00,3.59
2010-01-22 15:00:00,3.65
2010-01-22 16:00:00,3.66
2010-01-22 17:00:00,3.61
2010-01-22 18:00:00,3.51
2010-01-22 19:00:00,3.39
2010-01-22 20:00:00,3.37
2010-01-22 21:00:00,3.59
2010-01-22 22:00:00,4.13
2010-01-22 23:00:00,4.75
2010-01-23 00:00:00,5.14
2010-01-23 01:00:00,4.77
2010-01-23 02:00:00,4.73
2010-01-23 03:00:00,4.84
2010-01-23 04:00:00,4.83
2010-01-23 05:00:00,4.58
2010-01-23 06:00:00,4.24
2010-01-23 07:00:00,3.97
2010-01-23 08:00:00,3.83
2010-01-23 09:00:00,3.82
2010-01-23 10:00:00,3.86
2010-01-23 11:00:00,3.96
2010-01-23 12:00:00,4.13
2010-01-23 13:00:00,4.37
2010-01-23 14:00:00,4.66
2010-01-23 15:00:00,4.96
2010-01-23 16:00:00,5.22
2010-01-23 17:00:00,5.31
2010-01-23 18:00:00,5.1
2010-01-23 19:00:00,4.54
2010-01-23 20:00:00,3.86
2010-01-23 21:00:00,3.38
2010-01-23 22:00:00,3.32
2010-01-23 23:00:00,3.54
2010-01-24 00:00:00,3.8
2010-01-24 01:00:00,4.34
2010-01-24 02:00:00,4.23
2010-01-24 03:00:00,4.05
2010-01-24 04:00:00,3.93
2010-01-24 05:00:00,3.87
2010-01-24 06:00:00,3.86
2010-01-24 07:00:00,3.85
2010-01-24 08:00:00,3.81
2010-01-24 09:00:00,3.71
2010-01-24 10:00:00,3.57
2010-01-24 11:00:00,3.6
2010-01-24 12:00:00,4.07
2010-01-24 13:00:00,5.09
2010-01-24 14:00:00,6.18
2010-01-24 15:00:00,6.74
2010-01-24 16:00:00,6.38
2010-01-24 17:00:00,5.58
2010-01-24 18:00:00,5.0
2010-01-24 19:00:00,5.03
2010-01-24 20:00:00,5.4
2010-01-24 21:00:00,5.66
2010-01-24 22:00:00,5.45
2010-01-24 23:00:00,4.93
2010-01-25 00:00:00,4.4
2010-01-25 01:00:00,4.69
2010-01-25 02:00:00,4.47
2010-01-25 03:00:00,4.33
2010-01-25 04:00:00,4.22
2010-01-25 05:00:00,4.15
2010-01-25 06:00:00,4.06
2010-01-25 07:00:00,3.96
2010-01-25 08:00:00,3.87
2010-01-25 09:00:00,3.85
2010-01-25 10:00:00,3.91
2010-01-25 11:00:00,3.95
2010-01-25 12:00:00,3.84
2010-01-25 13:00:00,3.63
2010-01-25 14:00:00,3.67
2010-01-25 15:00:00,4.09
2010-01-25 16:00:00,4.68
2010-01-25 17:00:00,5.28
2010-01-25 18:00:00,5.83
2010-01-25 19:00:00,6.29
2010-01-25 20:00:00,6.54
2010-01-25 21:00:00,6.45
2010-01-25 22:00:00,5.96
2010-01-25 23:00:00,5.31
2010-01-26 00:00:00,4.75
2010-01-26 01:00:00,5.06
2010-01-26 02:00:00,4.75
2010-01-26 03:00:00,4.36
2010-01-26 04:00:00,3.9
2010-01-26 05:00:00,3.53
2010-01-26 06:00:00,3.46
2010-01-26 07:00:00,3.79
2010-01-26 08:00:00,4.25
2010-01-26 09:00:00,4.48
2010-01-26 10:00:00,4.22
2010-01-26 11:00:00,3.87
2010-01-26 12:00:00,3.97
2010-01-26 13:00:00,4.92
2010-01-26 14:00:00,6.39
2010-01-26 15:00:00,7.86
2010-01-26 16:00:00,8.89
2010-01-26 17:00:00,9.41
2010-01-26 18:00:00,9.45
2010-01-26 19:00:00,9.05
2010-01-26 20:00:00,8.33
2010-01-26 21:00:00,7.46
2010-01-26 22:00:00,6.57
2010-01-26 23:00:00,5.82
2010-01-27 00:00:00,5.39
2010-01-27 01:00:00,5.15
2010-01-27 02:00:00,5.31
2010-01-27 03:00:00,5.4
2010-01-27 04:00:00,5.25
2010-01-27 05:00:00,4.97
2010-01-27 06:00:00,4.68
2010-01-27 07:00:00,4.49
2010-01-27 08:00:00,4.29
2010-01-27 09:00:00,3.97
2010-01-27 10:00:00,3.53
2010-01-27 11:00:00,3.39
2010-01-27 12:00:00,3.89
2010-01-27 13:00:00,5.11
2010-01-27 14:00:00,6.66
2010-01-27 15:00:00,7.97
2010-01-27 16:00:00,8.58
2010-01-27 17:00:00,8.62
2010-01-27 18:00:00,8.37
2010-01-27 19:00:00,7.99
2010-01-27 20:00:00,7.46
2010-01-27 21:00:00,6.77
2010-01-27 22:00:00,5.91
2010-01-27 23:00:00,5.1
2010-01-28 00:00:00,4.56
2010-01-28 01:00:00,4.07
2010-01-28 02:00:00,4.32
2010-01-28 03:00:00,4.53
2010-01-28 04:00:00,4.42
2010-01-28 05:00:00,4.14
2010-01-28 06:00:00,3.94
2010-01-28 07:00:00,4.02
2010-01-28 08:00:00,4.27
2010-01-28 09:00:00,4.47
2010-01-28 10:00:00,4.53
2010-01-28 11:00:00,4.63
2010-01-28 12:00:00,5.09
2010-01-28 13:00:00,6.3
2010-01-28 14:00:00,8.05
2010-01-28 15:00:00,9.73
2010-01-28 16:00:00,10.74
2010-01-28 17:00:00,11.01
2010-01-28 18:00:00,10.66
2010-01-28 19:00:00,9.96
2010-01-28 20:00:00,9.26
2010-01-28 21:00:00,8.46
2010-01-28 22:00:00,7.18
2010-01-28 23:00:00,5.66
2010-01-29 00:00:00,4.42
2010-01-29 01:00:00,3.61
2010-01-29 02:00:00,3.54
2010-01-29 03:00:00,3.59
2010-01-29 04:00:00,3.52
2010-01-29 05:00:00,3.38
2010-01-29 06:00:00,3.3
2010-01-29 07:00:00,3.34
2010-01-29 08:00:00,3.43
2010-01-29 09:00:00,3.42
2010-01-29 10:00:00,3.26
2010-01-29 11:00:00,3.18
2010-01-29 12:00:00,3.43
2010-01-29 13:00:00,4.25
2010-01-29 14:00:00,5.4
2010-01-29 15:00:00,6.49
2010-01-29 16:00:00,7.23
2010-01-29 17:00:00,7.53
2010-01-29 18:00:00,7.29
2010-01-29 19:00:00,6.44
2010-01-29 20:00:00,5.33
2010-01-29 21:00:00,4.45
2010-01-29 22:00:00,4.16
2010-01-29 23:00:00,4.34
2010-01-30 00:00:00,4.72
2010-01-30 01:00:00,4.75
2010-01-30 02:00:00,4.74
2010-01-30 03:00:00,4.43
2010-01-30 04:00:00,3.85
2010-01-30 05:00:00,3.28
2010-01-30 06:00:00,2.81
2010-01-30 07:00:00,2.24
2010-01-30 08:00:00,1.5
2010-01-30 09:00:00,0.67
2010-01-30 10:00:00,0.61
2010-01-30 11:00:00,1.5
2010-01-30 12:00:00,2.05
2010-01-30 13:00:00,1.94
2010-01-30 14:00:00,1.43
2010-01-30 15:00:00,1.03
2010-01-30 16:00:00,1.26
2010-01-30 17:00:00,1.83
2010-01-30 18:00:00,2.31
2010-01-30 19:00:00,2.48
2010-01-30 20:00:00,2.33
2010-01-30 21:00:00,1.99
2010-01-30 22:00:00,1.69
2010-01-30 23:00:00,1.87
2010-01-31 00:00:00,2.55
2010-01-31 01:00:00,3.66
2010-01-31 02:00:00,4.64
2010-01-31 03:00:00,5.4
2010-01-31 04:00:00,5.74
2010-01-31 05:00:00,5.74
2010-01-31 06:00:00,5.6
2010-01-31 07:00:00,5.46
2010-01-31 08:00:00,5.39
2010-01-31 09:00:00,5.41
2010-01-31 10:00:00,5.51
2010-01-31 11:00:00,5.52
2010-01-31 12:00:00,5.19
2010-01-31 13:00:00,4.42
2010-01-31 14:00:00,3.66
2010-01-31 15:00:00,3.53
2010-01-31 16:00:00,4.43
2010-01-31 17:00:00,5.74
2010-01-31 18:00:00,6.54
2010-01-31 19:00:00,6.18
2010-01-31 20:00:00,5.16
2010-01-31 21:00:00,4.25
2010-01-31 22:00:00,4.02
2010-01-31 23:00:00,4.2
2010-02-01 00:00:00,4.33
2010-02-01 01:00:00,4.25
2010-02-01 02:00:00,4.05
2010-02-01 03:00:00,3.78
2010-02-01 04:00:00,3.57
2010-02-01 05:00:00,3.55
2010-02-01 06:00:00,3.85
2010-02-01 07:00:00,4.58
2010-02-01 08:00:00,5.31
2010-02-01 09:00:00,5.5
2010-02-01 10:00:00,4.83
2010-02-01 11:00:00,4.0
2010-02-01 12:00:00,3.9
2010-02-01 13:00:00,4.93
2010-02-01 14:00:00,6.66
2010-02-01 15:00:00,8.38
2010-02-01 16:00:00,9.46
2010-02-01 17:00:00,9.72
2010-02-01 18:00:00,9.11
2010-02-01 19:00:00,7.69
2010-02-01 20:00:00,6.04
2010-02-01 21:00:00,4.79
2010-02-01 22:00:00,4.38
2010-02-01 23:00:00,4.56
2010-02-02 00:00:00,4.89
2010-02-02 01:00:00,3.89
2010-02-02 02:00:00,4.08
2010-02-02 03:00:00,4.31
2010-02-02 04:00:00,4.53
2010-02-02 05:00:00,4.69
2010-02-02 06:00:00,4.75
2010-02-02 07:00:00,4.65
2010-02-02 08:00:00,4.41
2010-02-02 09:00:00,3.99
2010-02-02 10:00:00,3.42
2010-02-02 11:00:00,2.81
2010-02-02 12:00:00,2.25
2010-02-02 13:00:00,1.71
2010-02-02 14:00:00,1.29
2010-02-02 15:00:00,1.23
2010-02-02 16:00:00,1.57
2010-02-02 17:00:00,2.01
2010-02-02 18:00:00,2.27
2010-02-02 19:00:00,2.15
2010-02-02 20:00:00,1.81
2010-02-02 21:00:00,1.49
2010-02-02 22:00:00,1.46
2010-02-02 23:00:00,1.76
2010-02-03 00:00:00,2.18
2010-02-03 01:00:00,0.02
2010-02-03 02:00:00,0.51
2010-02-03 03:00:00,0.79
2010-02-03 04:00:00,0.76
2010-02-03 05:00:00,0.81
2010-02-03 06:00:00,1.3
2010-02-03 07:00:00,2.11
2010-02-03 08:00:00,2.98
2010-02-03 09:00:00,3.58
2010-02-03 10:00:00,3.63
2010-02-03 11:00:00,3.28
2010-02-03 12:00:00,2.78
2010-02-03 13:00:00,2.38
2010-02-03 14:00:00,2.29
2010-02-03 15:00:00,2.66
2010-02-03 16:00:00,3.54
2010-02-03 17:00:00,4.65
2010-02-03 18:00:00,5.58
2010-02-03 19:00:00,5.98
2010-02-03 20:00:00,5.88
2010-02-03 21:00:00,5.44
2010-02-03 22:00:00,4.8
2010-02-03 23:00:00,4.15
2010-02-04 00:00:00,3.7
2010-02-04 01:00:00,4.56
2010-02-04 02:00:00,4.22
2010-02-04 03:00:00,3.94
2010-02-04 04:00:00,3.83
2010-02-04 05:00:00,3.85
